entry_order,unique_ID,article_citation,last_name,pub_year,pub_name,search_where,doi,data_type,continent,spatial_scale,study_system,page_no,input_where_did_they_cite_data,input_data_name,input_data_form,input_how_to_access,input_citation_for_data,input_link_to_data,synthSourceCount,gt1ExceptionRule,input_storage_location,input_what_repository,input_data_distance,input_DOI_to_data,input_available_on_data_one,output_storage_location,output_what_repository,output_data_distance,output_DOI_to_data,notes
41,frazier_2016_PLoS,"Frazier, Melanie, Catherine Longo, and Benjamin S. Halpern. ""Mapping uncertainty due to missing data in the global Ocean Health Index."" PloS one 11.8 (2016): e0160377.",Frazier,2016,PLoS,NCEAS,10.1371/journal.pone.0160377,secondary,global,global,marine,3,supplement,Habitat: Coral reefs,article,article,"Burke, L., Reytar, K., Spadling, M., Perry, A., Cooper, E., Kushner, B., Selig, E., Starkhouse, B., Teleki, K., Waite, R., Wilkinson, C., Young, T., 2011. Reefs at risk - revisited. World Resources Institute, Washington, D.C.",NA,4,?,article,NA,2,NA,,repo,figshare,1,https://figshare.com/articles/Mapping_Uncertainty_Due_to_Missing_Data_in_the_Global_Ocean_Health_Index/3510909,"ouput_data is in supplemental material, but it is all associated with figshare and a DOI.  excellent example of citing and describing data if there are too many data sources to list directly in paper (e.g. 40+)"
42,frazier_2016_PLoS,"Frazier, Melanie, Catherine Longo, and Benjamin S. Halpern. ""Mapping uncertainty due to missing data in the global Ocean Health Index."" PloS one 11.8 (2016): e0160377.",Frazier,2016,PLoS,NCEAS,10.1371/journal.pone.0160377,secondary,global,global,marine,3,supplement,Habitat: Coral reefs,article,article,"Bruno, J.F., Selig, E.R., 2007. Regional decline of coral cover in the Indo-Pacific: timing, extent, and subregional comparisons. PLoS ONE 2, e711. doi:10.1371/journal.pone.0000711",NA,1,unique,article,NA,2,NA,,repo,figshare,1,https://figshare.com/articles/Mapping_Uncertainty_Due_to_Missing_Data_in_the_Global_Ocean_Health_Index/3510909,"ouput_data is in supplemental material, but it is all associated with figshare and a DOI.  excellent example of citing and describing data if there are too many data sources to list directly in paper (e.g. 40+)"
43,frazier_2016_PLoS,"Frazier, Melanie, Catherine Longo, and Benjamin S. Halpern. ""Mapping uncertainty due to missing data in the global Ocean Health Index."" PloS one 11.8 (2016): e0160377.",Frazier,2016,PLoS,NCEAS,10.1371/journal.pone.0160377,secondary,global,global,marine,3,supplement,Habitat: Coral reefs,article,article,"Schutte, V., Selig, E., Bruno, J., 2010. Regional spatio-temporal trends in Caribbean coral reef benthic communities. Mar. Ecol. Prog. Ser. 402, 115–122. doi:10.3354/meps08438",NA,1,unique,article,NA,2,NA,,repo,figshare,1,https://figshare.com/articles/Mapping_Uncertainty_Due_to_Missing_Data_in_the_Global_Ocean_Health_Index/3510909,"ouput_data is in supplemental material, but it is all associated with figshare and a DOI.  excellent example of citing and describing data if there are too many data sources to list directly in paper (e.g. 40+)"
44,frazier_2016_PLoS,"Frazier, Melanie, Catherine Longo, and Benjamin S. Halpern. ""Mapping uncertainty due to missing data in the global Ocean Health Index."" PloS one 11.8 (2016): e0160377.",Frazier,2016,PLoS,NCEAS,10.1371/journal.pone.0160377,secondary,global,global,marine,3,supplement,Habitat: Coral reefs,article,article,"Halpern, B.S., Walbridge, S., Selkoe, K.A., Kappel, C.V., Micheli, F., D’Agrosa, C., Bruno, J.F., Casey, K.S., Ebert, C., Fox, H.E., Fujita, R., Heinemann, D., Lenihan, H.S., Madin, E.M.P., Perry, M.T., Selig, E.R., Spalding, M., Steneck, R., Watson, R., 2008. A global map of human impact on marine ecosystems. Science 319, 948–952. doi:10.1126/science.1149345",NA,9,?,article,NA,not accessible,NA,,repo,figshare,1,https://figshare.com/articles/Mapping_Uncertainty_Due_to_Missing_Data_in_the_Global_Ocean_Health_Index/3510909,"ouput_data is in supplemental material, but it is all associated with figshare and a DOI.  excellent example of citing and describing data if there are too many data sources to list directly in paper (e.g. 40+)"
45,frazier_2016_PLoS,"Frazier, Melanie, Catherine Longo, and Benjamin S. Halpern. ""Mapping uncertainty due to missing data in the global Ocean Health Index."" PloS one 11.8 (2016): e0160377.",Frazier,2016,PLoS,NCEAS,10.1371/journal.pone.0160377,secondary,global,global,marine,3,supplement,Habitat: Mangroves,database,article,"Hamilton, S., Casey, D., 2016. Creation of a high spatiotemporal resolution global database of continuous mangrove forest cover for the 21st Century (CGMFC-21). Glob. Ecol. Biogeogr. doi:10.1111/geb.12449",NA,1,unique,article,NA,2,NA,,repo,figshare,1,https://figshare.com/articles/Mapping_Uncertainty_Due_to_Missing_Data_in_the_Global_Ocean_Health_Index/3510909,"ouput_data is in supplemental material, but it is all associated with figshare and a DOI.  excellent example of citing and describing data if there are too many data sources to list directly in paper (e.g. 40+)"
46,frazier_2016_PLoS,"Frazier, Melanie, Catherine Longo, and Benjamin S. Halpern. ""Mapping uncertainty due to missing data in the global Ocean Health Index."" PloS one 11.8 (2016): e0160377.",Frazier,2016,PLoS,NCEAS,10.1371/journal.pone.0160377,secondary,global,global,marine,3,supplement,Habitat: Salt marsh,article,article,"Bridgham, S.D., Megonigal, J.P., Keller, J.K., Bliss, N.B., Trettin, C., 2006. The carbon balance of North American wetlands. Wetlands 26, 889–916. doi:10.1672/0277-5212(2006)26[889:TCBONA]2.0.CO;2",NA,1,unique,article,NA,2,NA,,repo,figshare,1,https://figshare.com/articles/Mapping_Uncertainty_Due_to_Missing_Data_in_the_Global_Ocean_Health_Index/3510909,"ouput_data is in supplemental material, but it is all associated with figshare and a DOI.  excellent example of citing and describing data if there are too many data sources to list directly in paper (e.g. 40+)"
47,frazier_2016_PLoS,"Frazier, Melanie, Catherine Longo, and Benjamin S. Halpern. ""Mapping uncertainty due to missing data in the global Ocean Health Index."" PloS one 11.8 (2016): e0160377.",Frazier,2016,PLoS,NCEAS,10.1371/journal.pone.0160377,secondary,global,global,marine,3,supplement,Habitat: Salt marsh,article,article,"Dahl, T.E., 2011. Status and trends of wetlands in the conterminous United States 2004 to 2009. US Department of the Interior, US Fish and Wildlife Service, Fisheries and Habitat Conservation.",NA,1,unique,article,NA,2,NA,,repo,figshare,1,https://figshare.com/articles/Mapping_Uncertainty_Due_to_Missing_Data_in_the_Global_Ocean_Health_Index/3510909,
48,frazier_2016_PLoS,"Frazier, Melanie, Catherine Longo, and Benjamin S. Halpern. ""Mapping uncertainty due to missing data in the global Ocean Health Index."" PloS one 11.8 (2016): e0160377.",Frazier,2016,PLoS,NCEAS,10.1371/journal.pone.0160377,secondary,global,global,marine,3,supplement,Habitat: Salt marsh,article,article,"New Zealand, Ministry for the Environment, 2007. Environment New Zealand 2007. Ministry for the Environment, Wellington, N.Z.",NA,1,unique,article,NA,2,NA,,repo,figshare,1,https://figshare.com/articles/Mapping_Uncertainty_Due_to_Missing_Data_in_the_Global_Ocean_Health_Index/3510909,
49,frazier_2016_PLoS,"Frazier, Melanie, Catherine Longo, and Benjamin S. Halpern. ""Mapping uncertainty due to missing data in the global Ocean Health Index."" PloS one 11.8 (2016): e0160377.",Frazier,2016,PLoS,NCEAS,10.1371/journal.pone.0160377,secondary,global,global,marine,3,supplement,Habitat: Salt marsh,article,article,"JNCC (Joint Nature Conservation Committee), 2004. Common standards monitoring guidance for saltmarsh habitats.",NA,1,unique,article,NA,2,NA,,repo,figshare,1,https://figshare.com/articles/Mapping_Uncertainty_Due_to_Missing_Data_in_the_Global_Ocean_Health_Index/3510909,
50,frazier_2016_PLoS,"Frazier, Melanie, Catherine Longo, and Benjamin S. Halpern. ""Mapping uncertainty due to missing data in the global Ocean Health Index."" PloS one 11.8 (2016): e0160377.",Frazier,2016,PLoS,NCEAS,10.1371/journal.pone.0160377,secondary,global,global,marine,3,supplement,Habitat: Sea ice,database,article,"Cavalieri, D.J., Parkinson, C.L., Gloersen, P., Zwally, H.J., 1996. Sea ice concentrations from Nimbus-7 SMMR and DMSP SSM/I-SSMIS passive microwave data, version 1. NASA National Snow and Ice Data Center Distributed Active Archive Center, Boulder, Colorado USA.",NA,1,unique,article,NA,2,NA,,repo,figshare,1,https://figshare.com/articles/Mapping_Uncertainty_Due_to_Missing_Data_in_the_Global_Ocean_Health_Index/3510909,"ouput_data is in supplemental material, but it is all associated with figshare and a DOI.  excellent example of citing and describing data if there are too many data sources to list directly in paper (e.g. 40+)"
51,frazier_2016_PLoS,"Frazier, Melanie, Catherine Longo, and Benjamin S. Halpern. ""Mapping uncertainty due to missing data in the global Ocean Health Index."" PloS one 11.8 (2016): e0160377.",Frazier,2016,PLoS,NCEAS,10.1371/journal.pone.0160377,secondary,global,global,marine,3,supplement,Habitat: Seagrass,database,article,"UNEP-WCMC, FT, S., 2005. Global Distribution of Seagrasses (version 3). Third update to the data layer used in Green and Short (2003), superseding version 2. UNEP World Conservation Monitoring Centre, Cambridge, UK.",NA,1,unique,gov_repo,UNEP-WCMC,2,NA,,repo,figshare,1,https://figshare.com/articles/Mapping_Uncertainty_Due_to_Missing_Data_in_the_Global_Ocean_Health_Index/3510909,"ouput_data is in supplemental material, but it is all associated with figshare and a DOI.  excellent example of citing and describing data if there are too many data sources to list directly in paper (e.g. 40+)"
52,frazier_2016_PLoS,"Frazier, Melanie, Catherine Longo, and Benjamin S. Halpern. ""Mapping uncertainty due to missing data in the global Ocean Health Index."" PloS one 11.8 (2016): e0160377.",Frazier,2016,PLoS,NCEAS,10.1371/journal.pone.0160377,secondary,global,global,marine,3,supplement,Habitat: Seagrass,article,article,"Waycott, M., Duarte, C.M., Carruthers, T.J.B., Orth, R.J., Dennison, W.C., Olyarnik, S., Calladine, A., Fourqurean, J.W., Heck, K.L., Hughes, A.R., Kendrick, G.A., Kenworthy, W.J., Short, F.T., Williams, S.L., 2009. Accelerating loss of seagrasses across the globe threatens coastal ecosystems. Proc. Natl. Acad. Sci. 106, 12377–12381. doi:10.1073/pnas.0905620106",NA,1,unique,article,NA,2,NA,,repo,figshare,1,https://figshare.com/articles/Mapping_Uncertainty_Due_to_Missing_Data_in_the_Global_Ocean_Health_Index/3510909,
53,frazier_2016_PLoS,"Frazier, Melanie, Catherine Longo, and Benjamin S. Halpern. ""Mapping uncertainty due to missing data in the global Ocean Health Index."" PloS one 11.8 (2016): e0160377.",Frazier,2016,PLoS,NCEAS,10.1371/journal.pone.0160377,secondary,global,global,marine,3,supplement,Habitat: Seagrass,database,link (working),"Short, F., Coles, R., Fortes, M., Koch, E., 2011. SeagrassNet. http://www.seagrassnet.org/ (accessed 5.9.16).",http://www.seagrassnet.org,1,unique,repo,seagrassnet,2,NA,,repo,figshare,1,https://figshare.com/articles/Mapping_Uncertainty_Due_to_Missing_Data_in_the_Global_Ocean_Health_Index/3510909,"ouput_data is in supplemental material, but it is all associated with figshare and a DOI.  excellent example of citing and describing data if there are too many data sources to list directly in paper (e.g. 40+)"
54,frazier_2016_PLoS,"Frazier, Melanie, Catherine Longo, and Benjamin S. Halpern. ""Mapping uncertainty due to missing data in the global Ocean Health Index."" PloS one 11.8 (2016): e0160377.",Frazier,2016,PLoS,NCEAS,10.1371/journal.pone.0160377,secondary,global,global,marine,3,supplement,Habitat: Soft-bottom subtidal,article,article,"Halpern, B.S., Walbridge, S., Selkoe, K.A., Kappel, C.V., Micheli, F., D’Agrosa, C., Bruno, J.F., Casey, K.S., Ebert, C., Fox, H.E., Fujita, R., Heinemann, D., Lenihan, H.S., Madin, E.M.P., Perry, M.T., Selig, E.R., Spalding, M., Steneck, R., Watson, R., 2008. A global map of human impact on marine ecosystems. Science 319, 948–952. doi:10.1126/science.1149345",NA,9,?,article,NA,not accessible,NA,,repo,figshare,1,https://figshare.com/articles/Mapping_Uncertainty_Due_to_Missing_Data_in_the_Global_Ocean_Health_Index/3510909,"ouput_data is in supplemental material, but it is all associated with figshare and a DOI.  excellent example of citing and describing data if there are too many data sources to list directly in paper (e.g. 40+)"
55,frazier_2016_PLoS,"Frazier, Melanie, Catherine Longo, and Benjamin S. Halpern. ""Mapping uncertainty due to missing data in the global Ocean Health Index."" PloS one 11.8 (2016): e0160377.",Frazier,2016,PLoS,NCEAS,10.1371/journal.pone.0160377,secondary,global,global,marine,3,supplement,Habitat: Soft-bottom subtidal,article,article,"Pauly, D., Zeller, D. (Eds.), 2015. Sea Around Us Concepts, Design and Data.",NA,2,?,article,NA,2,NA,,repo,figshare,1,https://figshare.com/articles/Mapping_Uncertainty_Due_to_Missing_Data_in_the_Global_Ocean_Health_Index/3510909,"ouput_data is in supplemental material, but it is all associated with figshare and a DOI.  excellent example of citing and describing data if there are too many data sources to list directly in paper (e.g. 40+)"
56,frazier_2016_PLoS,"Frazier, Melanie, Catherine Longo, and Benjamin S. Halpern. ""Mapping uncertainty due to missing data in the global Ocean Health Index."" PloS one 11.8 (2016): e0160377.",Frazier,2016,PLoS,NCEAS,10.1371/journal.pone.0160377,secondary,global,global,marine,3,supplement,Travel and Tourism Competitiveness Index (TTCI),article,article,"World Economic Forum, 2015. The Travel & Tourism Competitiveness Report 2015.",NA,1,unique,article,NA,2,NA,,repo,figshare,1,https://figshare.com/articles/Mapping_Uncertainty_Due_to_Missing_Data_in_the_Global_Ocean_Health_Index/3510909,"ouput_data is in supplemental material, but it is all associated with figshare and a DOI.  excellent example of citing and describing data if there are too many data sources to list directly in paper (e.g. 40+)"
57,frazier_2016_PLoS,"Frazier, Melanie, Catherine Longo, and Benjamin S. Halpern. ""Mapping uncertainty due to missing data in the global Ocean Health Index."" PloS one 11.8 (2016): e0160377.",Frazier,2016,PLoS,NCEAS,10.1371/journal.pone.0160377,secondary,global,global,marine,3,supplement,Travel and Tourism Direct Contribution to Employment,database,link (working),WTTC. World Travel & Tourism Council. http://www.wttc.org/ (accessed 5.9.16).,http://www.wttc.org/,1,unique,repo,world travel and tourism council,3,NA,,repo,figshare,1,https://figshare.com/articles/Mapping_Uncertainty_Due_to_Missing_Data_in_the_Global_Ocean_Health_Index/3510909,"ouput_data is in supplemental material, but it is all associated with figshare and a DOI.  excellent example of citing and describing data if there are too many data sources to list directly in paper (e.g. 40+)"
58,frazier_2016_PLoS,"Frazier, Melanie, Catherine Longo, and Benjamin S. Halpern. ""Mapping uncertainty due to missing data in the global Ocean Health Index."" PloS one 11.8 (2016): e0160377.",Frazier,2016,PLoS,NCEAS,10.1371/journal.pone.0160377,secondary,global,global,marine,3,supplement,Iconic species list,database,article,"Halpern, B.S., Longo, C., Hardy, D., McLeod, K.L., Samhouri, J.F., Katona, S.K., Kleisner, K., Lester, S.E., O/’Leary, J., Ranelletti, M., Rosenberg, A.A., Scarborough, C., Selig, E.R., Best, B.D., Brumbaugh, D.R., Chapin, F.S., Crowder, L.B., Daly, K.L., Doney, S.C., Elfes, C., Fogarty, M.J., Gaines, S.D., Jacobsen, K.I., Karrer, L.B., Leslie, H.M., Neeley, E., Pauly, D., Polasky, S., Ris, B., St Martin, K., Stone, G.S., Sumaila, U.R., Zeller, D., 2012. An index to assess th",NA,1,unique,article,NA,not accessible,NA,,repo,figshare,1,https://figshare.com/articles/Mapping_Uncertainty_Due_to_Missing_Data_in_the_Global_Ocean_Health_Index/3510909,"ouput_data is in supplemental material, but it is all associated with figshare and a DOI.  excellent example of citing and describing data if there are too many data sources to list directly in paper (e.g. 40+)"
